   163/299     0.52G   0.02537   0.01723   0.00577   0.04837         7       640    0.9907    0.9928    0.9954    0.8526   0.01998   0.01234  0.003922
   164/299     0.52G   0.02518   0.01767  0.005505   0.04836        27       640    0.9887    0.9941    0.9953    0.8538   0.01984   0.01228  0.003926
   165/299     0.52G   0.02537   0.01772  0.005433   0.04853        14       640    0.9868    0.9965    0.9953    0.8513   0.02005   0.01243  0.003915
   166/299     0.52G   0.02594   0.01796  0.005433   0.04933        18       640    0.9896    0.9937    0.9954    0.8543    0.0201   0.01227  0.003891
   167/299     0.52G    0.0257   0.01817  0.006079   0.04994         7       640    0.9889    0.9939    0.9954    0.8536   0.01991   0.01222  0.003879
   168/299     0.52G   0.02536   0.01798   0.00563   0.04897        12       640     0.992    0.9924    0.9955    0.8493    0.0201   0.01229  0.003961
   169/299     0.52G   0.02502   0.01736  0.005434   0.04781        18       640    0.9905    0.9917    0.9953    0.8582   0.01985   0.01213  0.003907
   170/299     0.52G   0.02507   0.01811   0.00571   0.04889        25       640    0.9899    0.9912    0.9953    0.8622   0.01964   0.01195  0.003917
   171/299     0.52G    0.0253    0.0176  0.005474   0.04837        22       640    0.9889    0.9915    0.9954    0.8585   0.01979   0.01226  0.003914
   172/299     0.52G   0.02487    0.0177  0.005609   0.04818        11       640    0.9893     0.994    0.9955    0.8634   0.01969   0.01207  0.003882
   173/299     0.52G   0.02501   0.01746  0.005438   0.04791        23       640    0.9902    0.9977    0.9953    0.8596    0.0198   0.01205  0.003909
   174/299     0.52G   0.02527   0.01776  0.005831   0.04887        10       640    0.9917    0.9952    0.9955    0.8591   0.01976   0.01201  0.003929
   175/299     0.52G   0.02467   0.01806  0.005513   0.04824        13       640    0.9913    0.9922    0.9955    0.8607   0.01947   0.01195  0.003889
   176/299     0.52G   0.02479   0.01734  0.005348   0.04748        29       640    0.9876    0.9951    0.9955    0.8562   0.01964   0.01199  0.003892
   177/299     0.52G   0.02508   0.01769  0.005539   0.04831        16       640    0.9872    0.9925    0.9954    0.8624   0.01948   0.01182  0.003885
   178/299     0.52G   0.02429   0.01723  0.005652   0.04717        37       640    0.9918    0.9908    0.9953    0.8574   0.01949    0.0119  0.003869
   179/299     0.52G   0.02507   0.01803  0.005807   0.04891        26       640    0.9887    0.9922    0.9954    0.8607   0.01958    0.0119  0.003859
   180/299     0.52G   0.02483   0.01795  0.005557   0.04833        27       640    0.9917    0.9887    0.9954    0.8641   0.01948    0.0119  0.003866
   181/299     0.52G   0.02509   0.01751  0.005529   0.04813        13       640    0.9899    0.9913    0.9955    0.8651   0.01952   0.01204  0.003885
   182/299     0.52G   0.02464   0.01732  0.005582   0.04754        11       640     0.994    0.9892    0.9956    0.8639   0.01937   0.01193  0.003882
   183/299     0.52G   0.02468   0.01767  0.005461   0.04781        17       640    0.9942    0.9918    0.9954    0.8648   0.01924   0.01191  0.003911
   184/299     0.52G   0.02452   0.01816  0.005547   0.04823        26       640    0.9939    0.9952    0.9957    0.8637   0.01936     0.012  0.003928
   185/299     0.52G   0.02408   0.01726  0.005319   0.04666        19       640     0.992    0.9945    0.9958    0.8654   0.01941   0.01182   0.00384
   186/299     0.52G   0.02472   0.01753  0.005501   0.04775        37       640    0.9894    0.9958    0.9957     0.867   0.01932   0.01195  0.003886
   187/299     0.52G   0.02442   0.01762  0.005449   0.04748        16       640      0.99    0.9967    0.9957     0.862   0.01944   0.01184  0.003841
   188/299     0.52G   0.02484   0.01794  0.005814   0.04859        19       640    0.9901    0.9968    0.9956    0.8586   0.01945   0.01192  0.003837
   189/299     0.52G   0.02407   0.01766  0.005378   0.04711        19       640    0.9907    0.9938    0.9955    0.8666   0.01929   0.01181  0.003823
   190/299     0.52G   0.02355   0.01708  0.005155   0.04579        25       640    0.9875    0.9916    0.9954    0.8682   0.01914    0.0118  0.003815
   191/299     0.52G   0.02401   0.01695  0.005443    0.0464         8       640    0.9924    0.9918    0.9956    0.8655   0.01919   0.01179  0.003793
   192/299     0.52G   0.02375   0.01739  0.005176   0.04631        23       640    0.9938    0.9907    0.9956    0.8701   0.01908   0.01175  0.003833
   193/299     0.52G   0.02469   0.01782  0.005726   0.04824        18       640    0.9892    0.9957    0.9957    0.8729   0.01898   0.01172  0.003801
   194/299     0.52G    0.0241   0.01712  0.005468   0.04669        10       640    0.9861    0.9967    0.9956    0.8692   0.01906   0.01178   0.00377
   195/299     0.52G   0.02403    0.0172  0.005597   0.04682        28       640    0.9905    0.9956    0.9955    0.8702   0.01901   0.01168  0.003768
   196/299     0.52G   0.02448   0.01709  0.005538   0.04711        26       640    0.9911    0.9969    0.9957    0.8718   0.01887   0.01157  0.003781
   197/299     0.52G   0.02418   0.01778  0.005305   0.04726        25       640    0.9885    0.9977    0.9956    0.8701   0.01902   0.01156  0.003774
   198/299     0.52G   0.02384    0.0172  0.005406   0.04645        17       640    0.9908    0.9959    0.9956    0.8729   0.01897   0.01174  0.003793
   199/299     0.52G   0.02419   0.01707   0.00557   0.04683        10       640    0.9943    0.9919    0.9954    0.8659   0.01906   0.01177  0.003743
   200/299     0.52G   0.02396   0.01745  0.005607   0.04702        19       640    0.9897     0.995    0.9955    0.8681   0.01895   0.01171  0.003738
   201/299     0.52G   0.02366   0.01663  0.005299   0.04559        17       640    0.9921    0.9931    0.9957    0.8726   0.01875   0.01169  0.003734
   202/299     0.52G   0.02438   0.01744  0.005745   0.04757        11       640    0.9938    0.9966    0.9957    0.8743   0.01877   0.01159   0.00374
